9.983199238777160645e-01,3.383511852916853968e-07,4.310062649892643094e-06,1.675428007729351521e-03
8.430809378623962402e-01,7.043041841825470328e-05,1.421971768140792847e-01,1.465139538049697876e-02
9.999469518661499023e-01,6.405933618225390092e-06,6.970266440475825220e-06,3.971286423620767891e-05
1.220589410513639450e-02,1.175355919258436188e-06,5.437843035906553268e-03,9.823550581932067871e-01
9.993122816085815430e-01,4.570372402667999268e-04,1.329607766820117831e-04,9.763539856066927314e-05
9.985032081604003906e-01,7.560388894489733502e-06,4.790810635313391685e-05,1.441322034224867821e-03
9.988514184951782227e-01,6.249218131415545940e-06,3.776459925575181842e-05,1.104600029066205025e-03
9.992108345031738281e-01,7.136390195228159428e-06,8.141953730955719948e-05,7.004787330515682697e-04
9.974212646484375000e-01,4.461392236407846212e-04,1.833471353165805340e-03,2.992087975144386292e-04
9.957545995712280273e-01,4.135662689805030823e-03,6.823433068348094821e-05,4.158498268225230277e-05
7.823718339204788208e-02,6.025347465765662491e-05,3.442432498559355736e-03,9.182600975036621094e-01
9.646595716476440430e-01,1.620190914763952605e-06,1.495392434298992157e-02,2.038499340415000916e-02
9.988439083099365234e-01,1.042831572704017162e-03,6.256371852941811085e-05,5.072336352895945311e-05
2.953882515430450439e-01,1.080006113625131547e-04,7.041581869125366211e-01,3.455879341345280409e-04
9.993157386779785156e-01,9.615531598683446646e-05,6.740435492247343063e-05,5.207150243222713470e-04
8.443169295787811279e-02,9.155678749084472656e-01,3.481329144960909616e-07,1.374087048588990001e-07
4.661703705787658691e-01,2.783091331366449594e-04,5.328462719917297363e-01,7.049976265989243984e-04
6.386388093233108521e-02,4.474755769479088485e-06,2.204741537570953369e-02,9.140842556953430176e-01
3.600188065320253372e-04,1.353463403575005941e-06,9.993711113929748535e-01,2.676027070265263319e-04
5.019085407257080078e-01,1.326430356130003929e-03,4.915170669555664062e-01,5.247910507023334503e-03
9.996517896652221680e-01,3.086929500568658113e-04,1.555348376314213965e-06,3.798804755206219852e-05
3.787125647068023682e-02,9.621286392211914062e-01,7.127971457521198317e-08,2.910692664670477825e-08
2.956142462790012360e-02,7.515030802096589468e-07,7.431822014041244984e-04,9.696946144104003906e-01
9.944260120391845703e-01,1.030821113090496510e-05,9.944557677954435349e-04,4.569194745272397995e-03
1.790275610983371735e-02,1.783793595677707344e-05,9.805702567100524902e-01,1.509076450020074844e-03
9.999932050704956055e-01,4.443364559847395867e-06,2.260860441083423211e-07,2.098202230627066456e-06
9.094030247069895267e-04,1.137315962296270300e-06,9.990777969360351562e-01,1.166370930150151253e-05
9.989318251609802246e-01,1.529394637600489659e-07,2.638857665715477196e-07,1.067859702743589878e-03
4.289689958095550537e-01,5.692448616027832031e-01,7.393093983409926295e-05,1.712201861664652824e-03
9.551326036453247070e-01,7.859950419515371323e-04,9.416684042662382126e-04,4.313971474766731262e-02
3.933412954211235046e-02,2.353085983486380428e-05,2.930100075900554657e-03,9.577122330665588379e-01
9.993546605110168457e-01,3.412322548683732748e-04,1.380576577503234148e-04,1.660684356465935707e-04
5.112049356102943420e-02,9.488790631294250488e-01,3.807266750754934037e-07,7.969497062276786892e-08
2.031609974801540375e-02,1.044916757564351428e-06,1.698226406006142497e-04,9.795129895210266113e-01
4.061604663729667664e-02,4.899678174297150690e-07,5.173718091100454330e-04,9.588660597801208496e-01
9.922153353691101074e-01,2.979708951897919178e-04,6.364992354065179825e-03,1.121739624068140984e-03
9.775837659835815430e-01,4.329243674874305725e-03,1.138713676482439041e-03,1.694830879569053650e-02
8.765795826911926270e-01,1.920481154229491949e-04,1.040428057312965393e-01,1.918549463152885437e-02
9.620650410652160645e-01,5.266628577373921871e-04,2.466446021571755409e-03,3.494185209274291992e-02
5.384799093008041382e-02,9.461515545845031738e-01,1.280126298297545873e-07,3.118888969311228720e-07
9.935104250907897949e-01,5.967790457361843437e-06,1.370037789456546307e-04,6.346670445054769516e-03
9.996376037597656250e-01,2.892607590183615685e-04,9.989727004722226411e-06,6.315176869975402951e-05
7.223743796348571777e-01,2.772494554519653320e-01,3.493273979984223843e-04,2.682143349375110120e-05
9.701871749712154269e-05,3.008032933848880930e-08,9.998689889907836914e-01,3.395150633878074586e-05
7.257831096649169922e-02,9.274054765701293945e-01,1.344343945675063878e-05,2.785666083582327701e-06
9.991939663887023926e-01,2.158469578716903925e-05,6.043561152182519436e-04,1.800780009943991899e-04
9.996542930603027344e-01,6.924811373210104648e-07,6.738965021213516593e-05,2.775310713332146406e-04
1.126786842942237854e-01,8.873178362846374512e-01,1.516021484349039383e-06,2.036086243606405333e-06
9.996240139007568359e-01,3.611369902500882745e-05,9.409584163222461939e-05,2.456827787682414055e-04
9.644495844841003418e-01,2.190681698266416788e-06,1.374961721012368798e-04,3.541076928377151489e-02
5.973909795284271240e-02,9.402604699134826660e-01,1.803709466230429825e-07,2.715663924846012378e-07
9.962944388389587402e-01,5.219623562879860401e-05,9.093523840419948101e-04,2.744010416790843010e-03
4.020390212535858154e-01,3.807958819379564375e-06,4.418460011947900057e-04,5.975152850151062012e-01
9.970870614051818848e-01,7.252872455865144730e-04,1.573920133523643017e-03,6.136308074928820133e-04
9.999396800994873047e-01,4.211619670968502760e-05,7.303580787265673280e-06,1.092266666091745719e-05
4.567998945713043213e-01,5.424419641494750977e-01,5.405365955084562302e-04,2.176184498239308596e-04
9.999902248382568359e-01,8.447794925814378075e-07,3.552689804564579390e-07,8.541153874830342829e-06
9.973027706146240234e-01,1.416870964021654800e-05,2.068255071208113804e-06,2.681087702512741089e-03
5.372701883316040039e-01,2.977609692607074976e-04,4.321542084217071533e-01,3.027786128222942352e-02
1.146976355812512338e-04,5.137249559084011707e-08,9.998031258583068848e-01,8.207208156818524003e-05
9.990642666816711426e-01,1.023427012114552781e-05,4.136590723646804690e-05,8.842207025736570358e-04
9.950005412101745605e-01,4.739639349281787872e-03,1.096828564186580479e-04,1.500954967923462391e-04
9.912778139114379883e-01,3.519182326272130013e-03,5.119598470628261566e-03,8.337481995113193989e-05
8.196443319320678711e-01,1.795153021812438965e-01,1.826009247452020645e-04,6.577493040822446346e-04
9.974614381790161133e-01,1.689793571131303906e-04,8.441304089501500130e-05,2.285111229866743088e-03
2.357241213321685791e-01,1.780537277227267623e-04,4.985594153404235840e-01,2.655384540557861328e-01
8.173851370811462402e-01,1.443522487534210086e-04,3.676227107644081116e-02,1.457083672285079956e-01
1.593615300953388214e-02,9.840636253356933594e-01,6.856533474319803645e-08,6.740750535527695320e-08
9.795832037925720215e-01,2.620492887217551470e-04,7.268960587680339813e-03,1.288577541708946228e-02
9.154428839683532715e-01,1.942585913639049977e-05,1.554703223519027233e-03,8.298303186893463135e-02
9.305053353309631348e-01,1.642978895688429475e-04,6.624973565340042114e-02,3.080615308135747910e-03
3.195148333907127380e-02,1.458718543290160596e-05,9.679393768310546875e-01,9.451383084524422884e-05
9.979975819587707520e-01,1.310560037381947041e-04,5.562007572734728456e-05,1.815582858398556709e-03
5.740060806274414062e-01,4.594441634253598750e-06,2.042025880655273795e-04,4.257851541042327881e-01
8.465988636016845703e-01,1.136485710740089417e-01,3.065271489322185516e-02,9.099889546632766724e-03
9.902122616767883301e-01,8.914702571928501129e-03,2.993208763655275106e-04,5.736953462474048138e-04
5.893358588218688965e-01,4.105158150196075439e-01,1.227398315677419305e-04,2.563472298788838089e-05
9.998826980590820312e-01,2.321297324670013040e-05,1.307976162934210151e-06,9.267849964089691639e-05
7.096523884683847427e-03,1.481906565459212288e-06,5.865513812750577927e-04,9.923154115676879883e-01
9.998082518577575684e-01,1.721679727779701352e-04,9.783530913409776986e-06,9.812300959310960025e-06
