-9.964506607502698898e-04,-8.456816673278808594e+00,-8.336740493774414062e+00,-7.516824722290039062e+00
-3.267027378082275391e+00,-7.602366924285888672e+00,-3.113924860954284668e-01,-1.474230527877807617e+00
-9.895433904603123665e-04,-8.446697235107421875e+00,-8.190743446350097656e+00,-7.606415748596191406e+00
-5.826101779937744141e+00,-7.469485759735107422e+00,-6.998760700225830078e+00,-4.442584235221147537e-03
-8.338788175024092197e-04,-7.831584930419921875e+00,-8.567913055419921875e+00,-8.308625221252441406e+00
-1.160901156254112720e-03,-8.560349464416503906e+00,-9.074687004089355469e+00,-7.065512180328369141e+00
-7.528807618655264378e-04,-8.605114936828613281e+00,-8.454979896545410156e+00,-7.939013957977294922e+00
-7.784912013448774815e-04,-8.605105400085449219e+00,-8.332856178283691406e+00,-7.944710254669189453e+00
-1.199836726300418377e-03,-8.849739074707031250e+00,-7.746825218200683594e+00,-7.380014896392822266e+00
-1.261775754392147064e-02,-5.966772079467773438e+00,-4.714970111846923828e+00,-6.891958713531494141e+00
-5.604760169982910156e+00,-7.789568901062011719e+00,-6.603545665740966797e+00,-5.464852787554264069e-03
-1.329848659224808216e-03,-8.723482131958007812e+00,-7.689397335052490234e+00,-7.252306461334228516e+00
-8.878341759555041790e-04,-7.675138473510742188e+00,-8.583267211914062500e+00,-8.352087020874023438e+00
-4.364554882049560547e+00,-7.353622436523437500e+00,-1.440118998289108276e-02,-6.972372531890869141e+00
-9.345216676592826843e-04,-8.794776916503906250e+00,-8.525135040283203125e+00,-7.445343971252441406e+00
-3.715357780456542969e+00,-2.800379507243633270e-02,-6.042461872100830078e+00,-7.020966529846191406e+00
-5.274936676025390625e+00,-8.008554458618164062e+00,-6.437398958951234818e-03,-6.942617416381835938e+00
-7.389410018920898438e+00,-7.708621978759765625e+00,-4.916152477264404297e+00,-8.429423905909061432e-03
-3.908597469329833984e+00,-1.755759477615356445e+00,-2.289481759071350098e-01,-4.440868854522705078e+00
